Area,Oxygen,Temperature,Humidity,Fire Occurrence
8558,86,75,17,0
1496,47,1,78,1
2872,5,30,54,1
1275,21,31,67,0
2321,64,36,51,0
1585,6,13,77,1
7307,38,12,40,0
9103,47,54,84,1
8238,95,6,61,0
4909,67,41,88,1
5483,7,58,43,1
1147,93,55,14,0
6338,11,95,81,1
23,41,75,92,1
3259,14,2,70,1
5952,25,18,6,0
5236,11,66,92,1
538,76,61,55,0
1003,47,54,32,0
2320,84,9,99,1
8636,99,24,10,0
8473,14,71,3,1
6756,54,43,63,0
9259,68,52,79,1
3015,84,64,65,0
6810,61,75,34,0
4794,81,55,52,0
1045,93,11,77,1
5682,44,98,63,1
604,87,91,95,1
5394,6,82,2,1
509,94,20,40,0
6402,71,78,63,0
637,35,79,87,1
306,88,64,68,0
554,68,13,32,0
5251,30,88,71,1
4692,22,52,45,0
8276,59,97,22,1
5967,47,99,27,1
34,83,23,21,0
2756,90,54,5,0
7119,14,46,11,1
1340,17,95,62,1
2319,82,79,77,1
821,69,90,69,1
6253,21,69,52,0
2425,10,37,38,1
272,28,34,86,1
6961,35,44,11,0
5062,12,16,34,1
5211,43,95,9,1
3425,53,83,20,1
463,84,10,63,0
5002,34,90,98,1
3131,70,90,75,1
1319,25,81,17,1
3766,73,16,7,0
6502,47,37,83,1
9156,72,3,22,0
5600,83,34,56,0
5468,55,83,64,1
3193,65,84,14,1
87,100,20,84,1
4796,7,84,13,1
1253,21,82,14,1
4750,13,10,45,1
9012,43,76,4,0
7454,88,23,19,0
6006,28,11,91,1
1233,25,8,65,0
6296,74,92,78,1
2929,37,76,17,0
8766,14,54,66,1
9663,16,94,43,1
28,98,17,50,0
7133,76,34,46,0
5266,11,76,74,1
4203,37,95,54,1
6479,76,97,30,1
6873,5,31,82,1
4103,37,44,86,1
4487,84,39,66,0
2559,80,59,97,1
7632,25,51,46,0
8309,93,52,47,0
9547,37,64,53,0
3694,81,11,26,0
6779,14,31,33,1
2030,64,96,53,1
1222,93,18,39,0
7366,19,91,8,1
6985,48,38,41,0
1000,3,71,100,1
9484,22,34,64,0
85,77,3,17,0
1696,33,19,15,0
4764,50,48,68,0
7355,14,17,24,1
7873,71,45,21,0
8375,93,75,26,0
8813,22,51,45,0
8582,35,44,79,1
7481,67,72,58,0
3096,11,66,40,1
4838,63,74,57,0
5403,39,54,47,0
2170,44,17,76,1
8450,32,76,88,1
7348,73,38,91,1
2937,89,74,92,1
7408,40,94,18,1
5779,24,50,65,0
8326,9,94,15,1
6326,84,12,54,0
9466,63,20,2,0
2482,32,97,37,1
946,99,94,41,1
2060,88,55,92,1
3553,99,66,37,0
1235,88,13,28,0
3530,23,88,71,1
8873,39,40,98,1
3319,67,68,8,0
5083,91,94,36,1
2324,3,86,32,1
1279,94,100,66,1
3302,86,92,68,1
7440,19,32,27,1
4162,29,96,2,1
2975,81,7,28,0
5907,72,68,51,0
7087,53,91,61,1
2255,60,8,99,1
9534,8,28,10,1
5668,8,53,36,1
537,22,33,21,0
494,74,60,1,0
4544,11,5,89,1
9971,14,18,100,1
8923,50,26,99,1
2862,91,5,86,1
6371,43,83,9,1
8025,52,45,56,0
1557,2,35,73,1
8238,78,74,25,0
890,82,33,99,1
2881,46,95,59,1
9550,96,65,27,0
9108,64,10,89,1
5349,39,6,16,0
827,19,69,44,1
1860,49,77,97,1
7896,86,17,50,0
2586,51,7,4,0
9399,34,21,12,0
2105,73,18,36,0
9003,33,8,27,0
1129,69,15,28,0
4239,30,43,88,1
8354,80,87,79,1
6943,31,83,26,1
1690,37,26,43,0
8592,63,65,39,0
7272,61,39,18,0
2200,52,96,60,1
9171,24,69,39,0
3867,9,95,6,1
9985,91,93,8,1
7613,51,49,83,1
7911,85,42,46,0
4283,84,15,34,0
9955,57,69,53,0
2086,30,67,13,0
4331,4,38,67,1
788,51,40,2,0
6931,71,23,88,1
7179,20,24,53,0
3021,12,27,82,1
5491,94,1,74,1
1217,58,95,50,1
9206,68,27,41,0
7831,94,14,15,0
1284,56,69,17,0
717,36,61,13,0
5243,50,75,29,0
7065,77,50,64,0
248,58,70,70,0
4758,49,95,35,1
3416,13,40,87,1
9102,72,96,44,1
6067,99,69,6,0
8585,68,47,2,0
321,69,9,96,1
3420,92,97,27,1
3419,68,36,20,0
85,66,83,63,1
4509,70,90,88,1
6502,40,13,63,0
2177,32,25,75,1
6449,10,21,48,1
9452,45,74,75,1
1778,20,37,42,0
4779,59,33,68,0
6742,53,65,55,0
9814,17,70,23,1
5390,58,41,44,0
1402,91,25,11,0
176,64,37,41,0
8473,78,49,36,0
8090,75,51,93,1
2927,27,63,5,0
6832,91,5,48,0
8803,82,90,17,1
9255,15,76,47,1
488,12,55,97,1
4829,44,98,10,1
8939,25,15,29,0
8395,80,20,83,1
7641,31,35,41,0
4606,21,29,64,0
979,95,79,34,0
4025,54,30,52,0
1159,82,30,70,0
5014,28,13,59,0
5612,58,46,75,1
6075,30,83,87,1
9959,72,70,19,0
1163,98,47,28,0
7014,23,40,32,0
7506,8,5,95,1
4873,37,69,1,0
1777,47,71,62,0
4084,55,35,79,1
3904,7,24,13,1
736,51,33,16,0
3616,78,84,66,1
4575,94,52,54,0
7176,84,94,88,1
9515,91,5,68,0
8941,59,17,97,1
8260,78,49,79,1
4322,44,19,66,0
5976,96,28,55,0
2644,1,45,88,1
5055,3,33,14,1
3757,50,19,50,0
1541,3,58,59,1
1395,69,51,5,0
6467,29,47,33,0
6088,64,37,54,0
6166,51,27,95,1
8806,43,56,99,1
2813,9,51,58,1
3107,74,66,64,0
8048,81,17,76,1
5095,39,54,2,0
3416,10,60,100,1
8739,51,6,74,1
8495,54,13,100,1
517,45,98,51,1
1856,14,18,74,1
3009,85,15,70,0
2227,50,13,83,1
2092,14,38,40,1
3442,83,42,66,0
6825,35,80,64,0
6232,4,66,1,1
6124,87,33,73,1
9476,64,96,67,1
5724,78,5,91,1
4337,21,6,6,0
4438,48,56,58,0
5167,18,60,37,1
4968,81,100,7,1
8624,59,87,63,1
8426,21,58,41,0
7269,85,39,10,0
57,80,98,63,1
6257,27,98,45,1
4186,84,98,95,1
318,8,75,51,1
1449,6,96,65,1
7165,88,47,8,0
8372,44,80,88,1
9367,5,27,28,1
7477,42,24,9,0
6765,34,60,99,1
6336,31,93,6,1
8749,27,50,82,1
936,52,87,11,1
9567,57,29,27,0
6706,72,75,29,0
7990,81,34,49,0
2660,82,71,63,0
992,60,86,65,1
4160,28,17,61,0
6358,39,57,38,0
7886,37,43,34,0
963,10,45,15,1
1123,67,46,20,0
6881,94,84,44,1
4001,29,66,66,0
1179,87,8,6,0
9429,75,68,28,0
4119,23,39,72,1
2736,83,32,45,0
4537,99,25,54,0
8238,1,69,47,1
2988,22,7,56,0
7635,9,45,57,1
1981,100,30,83,1
5109,30,72,43,0
7609,50,86,83,1
1582,96,72,18,0
1984,86,93,34,1
2452,23,25,12,0
6308,65,11,51,0
247,25,51,24,0
5930,47,72,73,1
5180,34,69,58,0
2904,13,33,49,1
197,24,49,34,0
3444,13,8,97,1
6524,10,97,92,1
1048,88,92,73,1
1677,58,23,53,0
362,70,91,5,1
1376,66,39,65,0
4437,32,30,55,0
6590,29,4,74,1
4663,75,15,80,1
2603,60,68,5,0
2427,19,74,26,1
4784,18,8,19,1
3155,95,95,77,1
2375,66,81,68,1
4579,6,63,89,1
1668,46,4,57,0
5270,66,88,55,1
4471,23,8,60,0
7816,5,60,70,1
8741,27,44,9,0
835,66,97,73,1
4516,50,86,74,1
1938,11,20,9,1
9174,74,7,97,1
2566,12,34,73,1
2712,72,19,95,1
8880,70,24,15,0
3650,84,31,86,1
4648,44,58,23,0
1158,17,38,65,1
9894,47,50,85,1
9558,48,26,48,0
9417,48,72,94,1
3796,3,64,38,1
6735,22,28,89,1
5575,56,71,49,0
8475,23,97,1,1
2989,56,16,49,0
3942,13,72,89,1
3685,24,6,37,0
6088,68,23,54,0
1611,79,60,62,0
9225,7,58,62,1
955,39,40,20,0
7918,5,39,39,1
147,53,95,71,1
7453,98,37,86,1
644,27,32,31,0
1712,97,3,80,1
9415,28,54,84,1
5752,77,94,58,1
4645,84,9,97,1
519,36,75,22,0
4354,46,44,62,0
5880,14,78,29,1
9052,6,81,95,1
7405,77,27,19,0
5982,46,78,52,0
4712,69,62,34,0
1492,21,8,71,1
1737,33,70,87,1
7943,71,50,11,0
2911,9,47,52,1
5596,98,65,98,1
7421,74,8,98,1
8518,34,64,1,0
9888,9,31,34,1
6758,51,92,4,1
3895,79,53,20,0
7070,4,53,72,1
8312,3,84,91,1
3766,68,67,77,1
2683,82,75,19,0
4737,100,80,28,0
1427,37,17,48,0
1805,36,50,73,1
4725,67,41,42,0
1351,62,96,64,1
8843,3,66,73,1
2264,15,57,63,1
5102,56,44,39,0
5593,40,88,100,1
9251,62,63,96,1
3260,62,70,75,1
1050,100,72,31,0
9737,39,89,71,1
2757,77,61,73,1
4971,37,63,38,0
3593,25,15,98,1
2367,99,16,51,0
5214,69,86,36,1
5923,17,11,50,1
9364,49,90,57,1
6285,23,37,75,1
8359,50,35,50,0
9561,65,33,6,0
3814,38,60,99,1
5512,18,19,74,1
9013,49,5,8,0
1680,52,24,82,1
3913,34,26,85,1
6207,44,49,4,0
5403,47,1,16,0
9949,25,40,26,0
3981,87,4,39,0
1252,3,10,86,1
2157,80,42,31,0
4296,62,70,50,0
3984,44,12,19,0
3365,4,43,66,1
6876,87,65,28,0
6115,79,45,61,0
1088,94,66,85,1
3759,17,60,8,1
4133,43,84,51,1
5416,67,27,66,0
3277,32,90,63,1
7040,86,87,71,1
555,34,22,45,0
612,90,10,41,0
8159,30,28,62,0
1053,13,66,26,1
4279,59,27,4,0
3981,28,27,13,0
2175,18,38,13,1
9592,63,51,99,1
8115,31,25,84,1
7148,63,56,53,0
6299,92,40,45,0
864,90,26,7,0
3275,6,76,8,1
8999,20,91,65,1
4627,81,94,65,1
4393,91,61,51,0
3633,47,77,19,0
2004,48,99,46,1
7062,84,60,37,0
7301,98,56,68,0
5000,72,79,35,0
1996,16,95,36,1
3366,67,53,94,1
1981,45,29,55,0
9269,21,35,91,1
8768,43,39,70,0
332,97,82,43,1
4586,77,23,88,1
7414,14,52,96,1
9845,52,22,6,0
4001,17,43,58,1
1728,66,61,14,0
441,74,31,12,0
3779,57,7,48,0
8144,29,93,3,1
2082,21,36,84,1
5932,28,60,22,0
2635,32,48,16,0
1173,69,50,74,1
6384,48,35,89,1
3884,79,19,31,0
868,12,59,53,1
1783,17,57,54,1
2259,92,22,78,1
7857,43,43,6,0
444,21,2,9,0
2453,26,82,4,1
1413,7,60,76,1
7388,71,34,29,0
2406,37,65,69,0
3563,47,51,49,0
5216,52,13,81,1
2735,59,56,91,1
9453,12,27,22,1
2222,65,13,81,1
3674,57,97,94,1
1296,37,56,19,0
6002,7,65,92,1
212,22,73,65,0
7369,39,54,12,0
1660,99,72,10,0
2892,54,50,70,0
785,39,65,55,0
9380,39,70,100,1
6587,31,26,6,0
6166,96,58,9,0
4981,14,36,30,1
3246,80,61,31,0
331,87,94,54,1
9852,68,18,87,1
5387,5,1,57,1
5241,69,61,77,1
5992,10,12,75,1
1229,24,67,72,1
67,60,12,7,0
3734,35,22,10,0
5727,79,17,89,1
6422,55,52,48,0
2816,28,56,18,0
4316,14,29,63,1
7962,32,90,35,1
4262,39,23,29,0
3503,20,8,63,0
9974,81,100,35,1
5436,6,43,96,1
5044,49,3,55,0
7781,58,99,36,1
1449,16,5,69,1
8904,29,68,19,0
9641,91,28,39,0
1254,94,6,75,1
8811,21,45,15,0
960,97,69,98,1
705,69,14,2,0
4597,36,42,18,0
3019,34,34,66,0
2281,85,60,65,0
5859,37,85,57,1
178,83,90,24,1
624,62,51,95,1
9940,8,49,68,1
702,29,88,60,1
5791,32,79,73,1
8047,32,39,28,0
6866,63,95,95,1
3910,80,72,56,0
4960,80,83,28,1
4002,74,78,65,0
7542,38,59,25,0
9620,40,13,21,0
1554,29,14,9,0
7976,44,49,59,0
773,98,20,12,0
6860,64,90,14,1
531,6,54,75,1
3449,15,38,61,1
4973,98,2,48,0
5409,9,6,34,1
2150,13,44,60,1
6613,40,78,98,1
9509,75,43,33,0
6087,21,68,51,0
8119,64,92,87,1
6862,7,93,49,1
2097,30,14,64,0
3698,33,81,36,1
3168,100,49,8,0
6818,95,24,56,0
803,92,42,46,0
4748,95,95,24,1
9651,83,43,44,0
5594,14,68,20,1
8904,12,13,70,1
4228,9,82,46,1
6654,29,12,73,1
6648,43,14,45,0
7194,21,93,81,1
5332,63,20,30,0
1865,33,89,14,1
4258,50,74,31,0
6899,45,85,79,1
9625,30,27,17,0
6834,35,82,69,1
9755,44,68,46,0
4711,93,6,9,0
6603,79,48,57,0
5095,60,22,14,0
116,30,97,36,1
8251,53,74,51,0
6638,73,10,4,0
6525,54,2,93,1
1672,83,98,69,1
2601,7,73,89,1
4835,33,85,47,1
6670,80,17,28,0
4266,72,54,7,0
3441,28,87,34,1
3582,46,5,84,1
5340,72,28,11,0
8964,37,30,22,0
2286,31,40,23,0
5656,53,52,99,1
8133,20,19,26,0
682,9,30,39,1
7791,71,62,10,0
2072,64,40,82,1
5478,11,68,8,1
206,6,48,88,1
1957,62,100,23,1
1985,69,8,95,1
2238,42,80,53,0
3956,60,90,4,1
9840,66,66,3,0
990,5,65,40,1
2674,17,53,23,1
3019,44,31,34,0
9274,4,95,38,1
7099,64,50,70,0
8023,21,35,89,1
2645,66,29,53,0
7382,26,43,48,0
4840,48,10,39,0
1892,39,23,35,0
351,64,54,8,0
8055,43,48,77,1
2005,50,73,40,0
1548,82,23,42,0
2487,58,40,35,0
1610,58,16,87,1
5691,55,8,97,1
7657,44,21,47,0
9609,94,76,37,0
4794,19,78,57,1
650,17,33,82,1
1757,44,85,32,1
241,6,90,21,1
501,53,3,99,1
6512,33,66,99,1
744,20,44,53,0
9493,71,15,98,1
9744,22,47,67,0
9163,74,98,41,1
469,72,4,58,0
7091,22,42,15,0
3042,72,88,20,1
6917,92,91,84,1
8344,26,89,19,1
9208,51,28,14,0
5106,58,92,55,1
9118,97,80,26,0
6548,48,17,5,0
1386,12,42,87,1
8249,75,74,43,0
1295,27,12,54,0
2418,78,12,56,0
8318,4,95,1,1
7053,84,11,53,0
5504,79,81,22,1
8387,59,100,68,1
4804,51,63,30,0
2305,1,5,32,1
6161,74,88,49,1
8962,95,81,38,1
8385,21,67,74,1
7978,29,29,32,0
1213,83,31,46,0
3772,6,74,96,1
917,8,55,1,1
2635,10,72,49,1
1,77,61,15,0
8648,54,53,56,0
7909,28,91,77,1
4912,32,59,19,0
781,85,93,74,1
9432,53,42,76,1
8188,39,31,43,0
9337,11,46,73,1
7509,55,88,88,1
7151,24,62,51,0
263,94,94,29,1
411,42,77,18,0
8140,12,29,51,1
7776,35,41,39,0
8613,74,90,58,1
2094,6,91,47,1
9713,58,60,83,1
5347,99,82,73,1
3764,80,56,37,0
1701,65,37,48,0
3272,13,64,90,1
9300,3,11,35,1
5461,52,16,90,1
5377,52,46,94,1
3815,34,95,51,1
9615,11,59,81,1
983,12,48,28,1
6350,98,5,20,0
8425,19,50,78,1
3883,58,96,30,1
425,91,2,42,0
1396,94,11,5,0
7826,18,77,12,1
9478,73,76,74,1
3334,89,87,100,1
2754,33,41,19,0
8037,70,25,68,0
3230,84,100,60,1
1563,51,2,33,0
3424,58,9,11,0
8929,22,7,3,0
5244,98,1,19,0
5142,1,23,85,1
6539,92,4,87,1
7323,85,76,39,0
1099,65,50,6,0
9370,28,26,44,0
2561,17,82,41,1
8260,61,97,30,1
7472,87,84,48,1
9925,20,19,36,0
5961,30,64,13,0
8609,80,77,88,1
926,29,52,93,1
1181,53,11,92,1
4413,7,31,10,1
7080,80,18,34,0
6075,8,78,70,1
4460,38,45,48,0
2340,28,6,21,0
5004,25,55,31,0
5716,84,28,91,1
906,23,41,4,0
829,26,42,57,0
916,66,44,92,1
6746,90,73,84,1
1556,33,71,43,0
6500,27,3,14,0
3151,18,85,84,1
6821,46,30,7,0
9243,34,54,83,1
3113,31,63,7,0
8541,19,54,29,1
879,76,87,25,1
2646,31,91,24,1
7814,89,39,58,0
6968,14,44,56,1
393,49,10,68,0
6921,98,71,36,0
1938,45,10,42,0
3828,77,52,39,0
247,20,63,96,1
3445,98,39,53,0
9548,17,33,72,1
772,83,51,98,1
8366,63,32,17,0
421,61,18,7,0
2048,81,72,9,0
8828,72,85,47,1
6350,49,99,20,1
1852,4,21,69,1
5691,38,51,34,0
5941,79,100,24,1
8591,48,23,63,0
9214,60,69,95,1
9881,51,82,51,1
1288,51,5,61,0
5478,54,1,44,0
5007,50,93,70,1
1363,84,25,73,1
4664,81,14,29,0
4160,26,64,86,1
7778,59,35,8,0
6214,68,77,74,1
7739,71,19,86,1
8190,14,45,85,1
4212,91,40,37,0
3145,83,83,37,1
2423,82,81,3,1
4628,47,82,39,1
6691,72,78,79,1
4593,84,87,21,1
9513,43,9,49,0
8904,57,22,75,1
2717,21,99,50,1
1070,70,98,64,1
5756,79,80,78,1
4863,58,8,89,1
686,32,97,94,1
848,54,85,81,1
8265,34,6,84,1
1033,68,71,74,1
6618,38,83,80,1
1162,8,86,50,1
1505,5,45,37,1
9633,80,71,96,1
4094,86,44,94,1
7336,83,59,57,0
7680,6,98,90,1
8640,50,34,36,0
952,67,22,6,0
2825,83,89,31,1
1599,19,2,76,1
2834,59,67,35,0
2594,2,94,28,1
2109,19,35,99,1
7552,51,29,24,0
9217,17,29,80,1
3680,13,53,80,1
3610,21,99,38,1
6735,53,76,82,1
6974,83,49,32,0
7550,60,62,38,0
8053,87,87,77,1
9470,67,95,51,1
2198,12,92,73,1
7233,33,14,80,1
5550,76,65,33,0
2894,14,45,20,1
1343,95,25,67,0
2655,73,57,99,1
1851,17,47,86,1
6454,25,78,25,0
6403,36,91,41,1
6785,89,75,77,1
6504,65,34,62,0
5738,69,23,75,1
4434,46,80,23,0
7041,29,51,86,1
5631,62,67,66,0
6457,23,78,79,1
1058,59,89,89,1
7384,17,45,47,1
8718,29,72,99,1
4429,58,34,80,1
3319,28,75,83,1
1582,18,83,20,1
1543,61,39,60,0
7933,71,6,57,0
2223,98,15,2,0
2223,32,93,76,1
8675,34,4,60,0
8124,51,60,66,0
3796,71,41,31,0
9124,43,91,35,1
1809,50,57,48,0
9491,16,42,54,1
7673,93,11,75,1
5908,27,22,62,0
7624,13,55,8,1
9132,91,73,25,0
9319,59,6,47,0
706,84,38,68,0
9085,79,69,72,1
4294,82,62,99,1
9296,20,88,25,1
6340,6,58,64,1
3870,18,89,16,1
1622,87,41,81,1
804,63,82,96,1
6840,21,56,33,0
9153,6,99,84,1
9510,80,89,97,1
5055,7,31,30,1
2473,4,4,9,1
6178,34,59,82,1
7536,83,17,1,0
8138,69,86,42,1
9901,71,41,88,1
2022,59,80,7,0
7326,17,83,69,1
1442,63,85,67,1
9125,44,12,31,0
9419,3,70,62,1
9345,65,23,91,1
7999,75,95,25,1
1812,22,46,4,0
8390,27,83,74,1
9124,23,23,5,0
2218,12,1,22,1
406,89,26,51,0
9633,99,82,63,1
4220,30,77,9,0
6866,82,78,55,0
3340,47,76,92,1
2599,57,64,80,1
6899,61,12,93,1
551,75,32,60,0
9134,67,33,19,0
1124,59,28,50,0
4565,100,49,94,1
9410,14,61,95,1
3109,24,18,12,0
3962,69,22,36,0
5130,54,78,56,0
6716,85,19,45,0
2160,99,74,3,0
1477,97,88,13,1
3692,10,92,46,1
2770,45,53,20,0
6159,93,24,49,0
6673,36,71,5,0
3115,47,39,74,1
4791,1,8,90,1
1030,80,61,80,1
246,58,48,29,0
2838,69,60,15,0
4366,73,12,74,1
1652,49,2,90,1
4750,23,19,4,0
8147,14,65,45,1
3466,38,84,52,1
5072,68,79,41,0
1285,30,37,91,1
1508,16,42,7,1
6777,29,1,10,0
4291,75,19,56,0
9369,97,95,40,1
2897,14,83,44,1
5477,68,4,86,1
7515,13,31,65,1
7128,94,58,10,0
3314,10,56,90,1
3141,12,74,85,1
8520,60,87,71,1
3002,82,56,19,0
3358,91,34,99,1
7627,35,66,34,0
1992,24,24,28,0
4907,57,23,11,0
3464,67,26,4,0
2393,35,93,73,1
6424,23,91,46,1
3426,20,47,90,1
7782,38,23,92,1
6079,11,51,45,1
689,20,56,80,1
5392,31,59,87,1
3049,57,62,66,0
8022,15,80,8,1
2459,36,46,100,1
5810,33,91,82,1
9006,76,1,63,0
3712,84,17,47,0
6832,43,27,29,0
613,35,82,56,1
729,17,33,46,1
7176,65,88,75,1
3493,36,34,56,0
3565,90,93,82,1
5691,40,11,78,1
2280,71,64,6,0
8729,79,45,89,1
2823,69,13,48,0
7389,34,41,28,0
8723,67,15,86,1
8481,26,52,32,0
2641,44,3,67,0
6235,96,99,15,1
8263,44,70,32,0
3140,80,67,6,0
9893,8,11,40,1
8662,92,91,84,1
6377,15,78,50,1
2757,68,71,97,1
9460,31,97,26,1
7090,51,47,63,0
9530,57,57,21,0
2438,81,85,34,1
4748,57,84,89,1
5833,50,87,62,1
8838,2,52,81,1
1085,93,80,79,1
3948,44,62,99,1
8510,44,84,21,1
5839,67,42,53,0
3442,73,79,44,0
7503,92,67,29,0
8437,74,52,37,0
4201,54,85,71,1
4859,46,30,75,1
6345,6,60,34,1
7851,31,26,52,0
5666,82,87,96,1
6490,39,100,20,1
1458,17,65,52,1
3855,8,92,16,1
977,41,80,73,1
7885,43,83,17,1
15,96,53,65,0
5632,20,75,61,0
5980,11,52,100,1
8379,55,71,81,1
6492,62,92,13,1
1142,84,30,83,1
7082,45,42,52,0
614,70,94,16,1
5708,100,14,88,1
2318,86,64,24,0
2144,63,44,12,0
6739,66,2,56,0
8003,53,2,85,1
401,63,95,71,1
4356,34,81,85,1
7276,61,65,95,1
3603,5,91,30,1
1167,65,100,93,1
4030,27,35,46,0
5277,89,91,55,1
7675,19,73,46,1
1139,87,53,43,0
5750,66,27,38,0
6098,31,70,23,0
614,93,12,86,1
8827,59,61,82,1
2324,33,8,39,0
4539,30,35,10,0
3681,5,29,52,1
2600,53,92,42,1
5904,7,45,39,1
6287,12,48,56,1
600,87,69,83,1
8138,56,55,81,1
9192,31,88,51,1
7299,78,42,59,0
6896,54,43,52,0
8144,87,12,82,1
3630,17,100,23,1
1682,22,60,65,0
6156,77,90,34,1
6591,69,68,64,0
7676,99,17,26,0
6469,63,89,13,1
1510,96,27,11,0
6593,9,48,35,1
798,86,100,61,1
2959,95,78,76,1
778,20,2,23,0
7210,74,39,38,0
3624,46,40,33,0
4546,94,84,6,1
4229,59,82,9,1
9532,99,40,96,1
743,25,37,49,0
8414,31,13,83,1
2452,47,83,84,1
6140,69,62,51,0
5362,36,9,32,0
5621,58,14,44,0
1141,79,11,31,0
356,11,28,25,1
5866,99,11,13,0
4286,32,47,97,1
3007,58,84,44,1
9603,3,25,33,1
8823,66,62,56,0
5004,77,100,17,1
5834,46,30,63,0
8590,53,8,64,0
3518,96,16,4,0
7064,88,69,35,0
318,38,80,75,1
1080,7,98,39,1
8587,1,74,55,1
7767,35,16,30,0
1191,15,65,76,1
8534,86,99,96,1
9467,5,49,53,1
9076,68,13,78,1
8908,93,63,13,0
6169,2,89,32,1
247,100,14,16,0
3355,4,41,34,1
8861,7,19,59,1
6755,79,43,10,0
6783,76,93,17,1
9360,13,52,6,1
2866,30,19,73,1
3357,31,21,90,1
1035,100,29,63,0
712,49,80,81,1
3659,46,47,69,0
5056,32,42,57,0
9746,74,42,49,0
9664,22,42,38,0
8984,30,67,9,0
9732,61,22,42,0
4537,50,13,76,1
8671,89,59,96,1
8759,97,1,20,0
692,44,65,70,0
442,92,84,47,1
1207,13,34,8,1
1603,83,22,36,0
1941,26,72,76,1
6122,91,6,13,0
3123,67,86,76,1
5199,35,98,8,1
8077,36,11,8,0
3296,32,39,90,1
4391,97,93,57,1
3952,23,27,49,0
3889,35,30,39,0
6750,90,39,24,0
3613,74,47,41,0
4509,86,60,75,1
8072,23,8,95,1
9942,11,72,40,1
4434,38,97,89,1
1759,21,77,91,1
3427,7,82,5,1
3670,72,16,99,1
3122,25,19,68,0
4396,88,40,55,0
9867,19,54,92,1
7656,95,7,100,1
7989,48,43,51,0
2681,69,75,40,0
7187,16,40,17,1
773,71,56,71,1
9880,88,4,39,0
7551,70,79,90,1
4854,99,12,55,0
5509,28,8,57,0
500,47,87,87,1
7985,75,61,96,1
3029,39,26,37,0
4977,59,53,28,0
1442,51,58,8,0
3892,43,91,53,1
4155,53,85,99,1
6669,20,39,89,1
7858,4,8,95,1
8362,83,46,2,0
9539,60,93,33,1
9854,11,21,55,1
609,60,86,21,1
2470,76,51,2,0
8258,75,70,48,0
2946,67,29,23,0
5234,81,54,1,0
64,19,17,24,1
2728,64,71,14,0
4230,71,84,84,1
8677,56,71,88,1
3797,93,21,25,0
4537,9,63,15,1
5839,50,79,79,1
7146,21,46,24,0
2729,74,91,46,1
7885,60,5,63,0
5003,90,19,23,0
1118,38,48,99,1
8556,67,45,84,1
7118,34,93,36,1
5033,94,20,18,0
1323,37,48,30,0
4915,95,95,82,1
8407,69,99,34,1
8996,98,14,11,0
1843,68,29,71,1
5219,43,85,73,1
1879,71,65,89,1
7150,3,57,2,1
4130,28,56,52,0
6982,83,38,25,0
8533,26,87,56,1
4665,41,85,62,1
5783,54,17,72,1
933,72,23,43,0
6528,78,91,54,1
9207,17,48,16,1
4968,44,68,61,0
1889,26,18,85,1
4571,37,97,46,1
8526,12,60,54,1
4181,54,21,85,1
6998,33,14,8,0
2169,16,97,71,1
3673,76,89,25,1
7052,27,85,21,1
4248,31,16,1,0
9801,4,72,39,1
3347,3,87,64,1
263,42,56,93,1
3703,95,23,19,0
2673,19,44,97,1
4339,21,67,80,1
7137,92,44,83,1
5424,31,7,24,0
2439,5,43,88,1
1411,52,1,85,1
1569,72,77,72,1
5367,53,3,21,0
2065,13,35,53,1
43,86,41,6,0
8710,34,29,27,0
9305,99,7,77,1
3741,75,92,69,1
9051,48,68,21,0
6314,91,55,72,1
2954,52,89,15,1
5568,48,54,79,1
1720,63,48,35,0
797,41,92,14,1
1158,54,17,82,1
6655,84,40,26,0
2916,38,31,93,1
1751,69,81,89,1
1816,22,31,28,0
4609,3,11,87,1
7534,80,94,65,1
2006,15,72,32,1
271,86,27,69,0
1961,8,8,99,1
1729,27,9,99,1
7824,38,80,81,1
992,30,54,83,1
7449,69,99,52,1
6305,91,71,98,1
3207,38,77,57,0
7878,18,24,79,1
3236,48,99,18,1
9144,99,14,60,0
2569,42,13,100,1
9519,27,74,2,0
5605,32,53,19,0
9433,41,3,99,1
2716,21,89,79,1
7248,71,83,16,1
9844,13,94,96,1
6766,48,8,15,0
11,3,22,28,1
4734,35,23,92,1
8598,80,82,98,1
4010,67,28,96,1
3083,80,79,34,0
1959,20,51,45,0
6082,49,78,4,0
5941,94,82,32,1
5704,8,57,26,1
3472,21,27,67,0
938,28,98,34,1
1694,31,18,98,1
3277,20,88,49,1
2390,65,88,69,1
4344,44,66,8,0
7723,66,44,29,0
5364,58,97,85,1
4198,100,48,42,0
4257,25,78,12,0
8393,80,2,1,0
1352,22,64,38,0
443,70,89,47,1
2719,78,18,26,0
2840,25,90,1,1
7448,18,95,67,1
5265,19,36,100,1
1289,20,50,53,0
460,18,89,22,1
1308,54,56,70,0
5273,47,98,49,1
6850,17,1,60,1
2144,49,56,82,1
3411,35,83,20,1
9244,91,82,95,1
7305,79,37,54,0
8475,52,62,93,1
6225,9,85,54,1
9130,35,62,93,1
8732,54,66,100,1
972,71,99,38,1
530,27,96,81,1
2944,87,49,4,0
8527,46,89,34,1
7219,8,17,10,1
6928,22,22,59,0
5872,12,61,4,1
1449,86,70,49,0
9754,99,73,65,0
4579,27,69,16,0
792,19,7,12,1
